255	255	255
253	254	249
251	253	243
249	252	238
247	251	232
245	250	226
243	249	221
241	248	216
239	247	211
237	246	206
235	245	201
233	244	196
232	243	191
230	242	186
228	241	182
226	240	177
224	239	173
222	238	169
220	237	164
218	236	160
217	235	156
215	234	152
213	233	148
211	232	145
209	231	141
207	230	137
206	229	134
204	228	130
202	227	127
200	226	124
199	225	120
197	224	117
195	223	114
193	222	111
192	221	108
190	220	105
188	219	102
186	218	100
185	217	97
183	216	94
181	215	92
180	214	89
178	213	87
176	212	84
175	211	82
173	210	80
171	209	77
170	208	75
168	207	73
166	206	71
165	205	69
163	204	67
162	203	65
160	202	63
158	201	61
157	200	59
155	199	58
154	198	56
152	197	54
151	196	53
149	195	51
148	194	49
146	193	48
145	192	46
143	191	45
142	190	44
140	189	42
139	188	41
137	187	40
136	186	38
134	185	37
133	184	36
131	183	35
130	182	34
128	181	33
127	180	32
126	179	31
124	178	29
123	177	29
121	176	28
120	175	27
119	174	26
117	173	25
116	172	24
115	171	23
113	170	22
112	169	22
111	168	21
109	167	20
108	166	19
107	165	19
105	164	18
104	163	17
103	162	17
102	161	16
100	160	16
99	159	15
98	158	14
97	157	14
95	156	13
94	155	13
93	154	12
92	153	12
91	152	11
89	151	11
88	150	11
87	149	10
86	148	10
85	147	9
84	146	9
82	145	9
81	144	8
80	143	8
79	142	8
78	141	7
77	140	7
76	139	7
75	138	6
74	137	6
73	136	6
71	135	6
70	134	5
69	133	5
68	132	5
67	131	5
66	130	4
65	129	4
64	128	4
63	127	4
62	126	4
61	125	4
60	124	3
59	123	3
58	122	3
57	121	3
56	120	3
56	119	3
55	118	3
54	117	2
53	116	2
52	115	2
51	114	2
50	113	2
49	112	2
48	111	2
47	110	2
47	109	2
46	108	1
45	107	1
44	106	1
43	105	1
42	104	1
42	103	1
41	102	1
40	101	1
39	100	1
38	99	1
38	98	1
37	97	1
36	96	1
35	95	1
35	94	1
34	93	1
33	92	1
32	91	1
32	90	0
31	89	0
30	88	0
30	87	0
29	86	0
28	85	0
28	84	0
27	83	0
26	82	0
26	81	0
25	80	0
24	79	0
24	78	0
23	77	0
23	76	0
22	75	0
21	74	0
21	73	0
20	72	0
20	71	0
19	70	0
19	69	0
18	68	0
18	67	0
17	66	0
17	65	0
16	64	0
16	63	0
15	62	0
15	61	0
14	60	0
14	59	0
13	58	0
13	57	0
12	56	0
12	55	0
11	54	0
11	53	0
11	52	0
10	51	0
10	50	0
9	49	0
9	48	0
9	47	0
8	46	0
8	45	0
8	44	0
7	43	0
7	42	0
7	41	0
6	40	0
6	39	0
6	38	0
5	37	0
5	36	0
5	35	0
5	34	0
4	33	0
4	32	0
4	31	0
4	30	0
3	29	0
3	28	0
3	27	0
3	26	0
2	25	0
2	24	0
2	23	0
2	22	0
2	21	0
2	20	0
1	19	0
1	18	0
1	17	0
1	16	0
1	15	0
1	14	0
1	13	0
1	12	0
0	11	0
0	10	0
0	9	0
0	8	0
0	7	0
0	6	0
0	5	0
0	4	0
0	3	0
0	2	0
0	1	0
0	0	0
