128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
128	192	96
